id_fonction; catalytic activity; keywords_biological_process; keywords_molecular_function; keywords_cellular_component
FU42949; None; None; None; Membrane
FU42950; None; None; None; None
FU42951; None; None; None; None
FU42952; None; None; Transferase; None
FU42953; None; None; None; None
FU42954; None; None; None; None
FU42955; None; None; None; None
FU42956; None; None; None; None
FU42957; None; None; None; None
FU42958; None; None; None; None
FU42959; None; None; None; None
FU42960; None; None; None; Membrane
FU42961; None; None; None; None
FU42962; None; None; None; Membrane
FU42963; None; None; None; None
FU42964; None; None; None; Membrane
FU42965; None; None; None; None
FU42966; None; None; None; Membrane
FU42967; None; None; None; Membrane
FU42968; None; None; None; None
FU42969; None; None; None; None
FU42970; None; None; None; None
FU42971; None; None; None; None
FU42972; None; None; None; None
FU42973; None; None; None; Membrane
FU42974; None; None; None; None
FU42975; None; None; None; None
FU42976; None; None; None; None
FU42977; None; None; None; None
FU42978; None; None; None; None
FU42979; None; None; None; None
FU42980; None; None; Transferase; None
FU42981; None; None; None; None
FU42982; None; None; None; None
FU42983; None; None; None; Membrane
FU42984; None; None; None; None
FU42985; None; None; None; None
FU42986; Palmitoyl-CoA + [protein]-L-cysteine = [protein]-S-palmitoyl-L-cysteine + CoA.; None; Acyltransferase, Transferase; Membrane
FU42987; None; None; None; None
FU42988; None; None; None; None
FU42989; None; None; None; Membrane
FU42990; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU42991; None; None; None; None
FU42992; None; None; None; Membrane
FU42993; None; None; None; Membrane
FU42994; None; None; None; None
FU42995; None; None; None; None
FU42996; None; None; None; None
FU42997; None; None; None; None
FU42998; None; None; None; Viral envelope protein, Virion
FU42999; None; None; None; None
FU43000; None; None; None; Membrane
FU43001; None; None; None; None
FU43002; None; None; None; None
FU43003; None; None; Aminoacyl-tRNA synthetase, Ligase; None
FU43004; None; None; None; None
FU43005; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; None
FU43006; None; None; None; None
FU43007; None; None; None; None
FU43008; None; None; None; None
FU43009; None; None; None; Membrane
FU43010; None; None; None; None
FU43011; None; Transcription, Transcription regulation; None; Nucleus
FU43012; None; None; None; Membrane
FU43013; None; None; None; Membrane
FU43014; None; None; None; None
FU43015; None; None; None; None
FU43016; None; None; None; Membrane
FU43017; None; None; None; None
FU43018; None; None; None; Membrane
FU43019; None; None; None; None
FU43020; None; None; Oxidoreductase; Membrane
FU43021; None; None; None; Membrane
FU43022; None; None; None; None
FU43023; None; Ubl conjugation pathway; Ligase; None
FU43024; None; None; None; Membrane
FU43025; None; None; None; None
FU43026; None; None; None; Membrane
FU43027; None; None; Kinase, Receptor, Transferase; Membrane
FU43028; None; None; None; None
FU43029; None; None; None; None
FU43030; None; None; None; None
FU43031; None; None; None; None
FU43032; None; None; None; None
FU43033; None; Protein biosynthesis; Initiation factor; None
FU43034; None; None; Receptor; Membrane
FU43035; None; Transport; None; Membrane
FU43036; None; None; None; None
FU43037; None; None; None; None
FU43038; None; None; None; None
FU43039; None; None; None; None
FU43040; None; None; None; Membrane
FU43041; None; None; None; Membrane
FU43042; None; None; None; None
FU43043; None; None; None; Membrane
FU43044; None; None; None; None
FU43045; None; None; None; None
FU43046; None; None; None; Membrane
FU43047; None; None; None; None
FU43048; None; None; None; None
FU43049; None; None; None; None
FU43050; None; Transcription, Transcription regulation; None; Nucleus
FU43051; None; None; None; Membrane
FU43052; None; None; None; None
FU43053; None; None; None; None
FU43054; None; None; None; None
FU43055; None; None; Receptor; Membrane
FU43056; None; None; None; None
FU43057; None; None; None; None
FU43058; None; None; None; None
FU43059; None; None; None; Membrane
FU43060; None; None; None; Membrane
FU43061; None; None; None; None
FU43062; None; None; None; Membrane
FU43063; None; None; None; None
FU43064; None; None; None; Membrane
FU43065; None; None; None; None
FU43066; None; None; None; None
FU43067; None; None; None; None
FU43068; None; None; None; Membrane
FU43069; None; None; None; None
FU43070; None; None; None; None
FU43071; None; None; None; None
FU43072; None; None; None; None
FU43073; None; None; None; Membrane
FU43074; None; None; None; Membrane
FU43075; None; None; None; None
FU43076; None; None; None; None
FU43077; None; None; None; Membrane
FU43078; None; None; None; None
FU43079; None; None; None; Membrane
FU43080; None; None; None; Membrane
FU43081; None; None; Monooxygenase, Oxidoreductase; None
FU43082; None; Stress response; None; None
FU43083; None; None; None; Membrane
FU43084; None; None; None; None
FU43085; ATP + a protein = ADP + a phosphoprotein.; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU43086; None; None; None; Membrane
FU43087; None; None; None; Membrane
FU43088; None; None; None; Membrane
FU43089; None; None; None; None
FU43090; None; None; None; None
FU43091; None; None; None; Membrane
FU43092; None; None; None; Membrane
FU43093; None; None; None; None
FU43094; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU43095; None; None; None; None
FU43096; None; None; None; None
FU43097; None; None; None; None
FU43098; None; None; None; Nucleus
FU43099; None; None; None; None
FU43100; None; None; None; None
FU43101; None; None; None; Membrane
FU43102; None; None; None; Membrane
FU43103; None; None; Methyltransferase, Transferase; None
FU43104; None; None; None; None
FU43105; None; None; None; Membrane
FU43106; None; None; None; None
FU43107; None; None; None; None
FU43108; None; None; None; None
FU43109; None; None; None; None
FU43110; None; None; None; Endoplasmic reticulum, Membrane
FU43111; None; None; None; None
FU43112; None; None; None; Membrane
FU43113; None; None; None; Membrane
FU43114; None; None; None; None
FU43115; None; None; None; None
FU43116; None; None; None; None
FU43117; None; None; None; None
FU43118; None; None; None; None
FU43119; None; None; None; Membrane
FU43120; Palmitoyl-CoA + [protein]-L-cysteine = [protein]-S-palmitoyl-L-cysteine + CoA.; None; Acyltransferase, Transferase; Membrane
FU43121; None; None; None; None
FU43122; None; None; None; None
FU43123; None; None; None; None
FU43124; None; None; None; Membrane
FU43125; None; None; None; None
FU43126; None; None; None; None
FU43127; Nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1).; Transcription; Nucleotidyltransferase, Transferase; DNA-directed RNA polymerase
FU43128; None; None; None; None
FU43129; None; None; None; None
FU43130; None; None; Monooxygenase, Oxidoreductase; None
FU43131; None; None; None; Membrane
FU43132; None; None; None; None
FU43133; None; None; None; None
FU43134; None; None; None; Membrane
FU43135; None; None; None; None
FU43136; None; None; None; None
FU43137; None; None; None; None
FU43138; None; None; None; Membrane
FU43139; None; None; None; None
FU43140; None; None; None; Membrane
FU43141; None; None; None; Membrane
FU43142; None; None; None; Membrane
FU43143; None; None; None; Membrane
FU43144; None; None; None; Membrane
FU43145; None; None; None; None
FU43146; None; None; None; Membrane
FU43147; None; None; None; None
FU43148; None; None; None; None
FU43149; None; None; None; None
FU43150; None; None; None; None
FU43151; None; None; None; None
FU43152; None; None; None; None
FU43153; None; None; None; Membrane
FU43154; None; None; None; Membrane
FU43155; None; None; None; None
FU43156; None; None; None; None
FU43157; None; None; None; Membrane
FU43158; None; None; None; Membrane
FU43159; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU43160; None; None; None; Membrane
FU43161; None; None; None; None
FU43162; None; None; None; None
FU43163; None; None; None; None
FU43164; None; None; None; Membrane
FU43165; None; None; None; None
FU43166; None; None; None; None
FU43167; None; None; None; Membrane
FU43168; None; None; None; Membrane
FU43169; None; None; None; None
FU43170; None; None; None; None
FU43171; None; None; None; None
FU43172; None; None; Hydrolase, Protease; None
FU43173; None; None; None; None
FU43174; None; None; None; Membrane
FU43175; None; None; None; None
FU43176; None; None; Ribonucleoprotein, Ribosomal protein; None
FU43177; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU43178; None; Auxin signaling pathway, Transcription, Transcription regulation; Repressor; Nucleus
FU43179; None; None; Lyase; None
FU43180; None; None; None; None
FU43181; None; None; None; None
FU43182; None; None; None; Membrane
FU43183; None; None; None; Membrane
FU43184; None; None; None; Membrane
FU43185; Endohydrolysis of the N-glycosidic bond at one specific adenosine on the 28S rRNA.; Plant defense; Hydrolase, Protein synthesis inhibitor, Toxin; None
FU43186; None; None; None; None
FU43187; None; None; None; None
FU43188; None; None; None; None
FU43189; None; None; None; None
FU43190; None; None; None; Membrane
FU43191; None; None; None; None
FU43192; None; None; Kinase, Serine/threonine-protein kinase, Transferase; Membrane
FU43193; None; None; None; Membrane
FU43194; None; None; None; None
FU43195; None; None; Hydrolase; None
FU43196; None; None; None; None
FU43197; None; None; None; None
FU43198; None; None; None; None
FU43199; None; None; None; Membrane
FU43200; None; None; None; Membrane
FU43201; None; None; Motor protein, Myosin; None
FU43202; None; None; None; None
FU43203; None; None; None; None
FU43204; CTP + phosphatidate = diphosphate + CDP-diacylglycerol.; None; Nucleotidyltransferase, Transferase; Membrane
FU43205; None; None; None; Membrane
FU43206; None; None; None; None
FU43207; None; None; None; Membrane
FU43208; None; None; None; None
FU43209; None; None; None; None
FU43210; None; None; None; None
FU43211; None; None; Nucleotidyltransferase, RNA-directed DNA polymerase, Transferase; None
FU43212; None; None; None; Membrane
FU43213; None; None; None; None
FU43214; None; None; Hydrolase; Membrane
FU43215; None; None; None; None
FU43216; None; None; None; None
FU43217; None; None; None; None
FU43218; None; None; None; None
FU43219; None; None; None; None
FU43220; None; None; None; None
FU43221; None; None; None; Membrane
FU43222; None; None; None; Membrane
FU43223; None; None; None; None
FU43224; None; None; None; None
FU43225; None; None; None; Membrane
FU43226; None; None; None; None
FU43227; None; None; None; None
FU43228; None; None; None; Membrane
FU43229; None; None; None; Membrane
FU43230; None; None; None; Membrane
FU43231; None; None; None; Membrane
FU43232; None; None; None; None
FU43233; None; None; None; None
FU43234; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU43235; None; None; None; None
FU43236; None; None; None; Membrane
FU43237; None; None; None; Membrane
FU43238; None; Cell wall biogenesis/degradation; Glycosidase, Hydrolase; Secreted
FU43239; None; None; None; None
FU43240; None; None; None; None
FU43241; None; None; None; Membrane
FU43242; None; None; None; Membrane
FU43243; None; None; None; None
FU43244; None; None; None; None
FU43245; None; None; None; None
FU43246; None; None; None; Membrane
FU43247; None; None; None; None
FU43248; None; None; None; None
FU43249; None; None; None; None
FU43250; None; None; None; None
FU43251; None; None; None; Membrane
FU43252; None; None; None; None
FU43253; None; None; Hydrolase; Membrane
FU43254; None; None; None; None
FU43255; Palmitoyl-CoA + [protein]-L-cysteine = [protein]-S-palmitoyl-L-cysteine + CoA.; None; Acyltransferase, Transferase; Membrane
FU43256; None; None; None; Nucleus
FU43257; None; None; None; None
FU43258; None; None; None; None
FU43259; None; None; Monooxygenase, Oxidoreductase; None
FU43260; None; None; None; Membrane
FU43261; None; None; Monooxygenase, Oxidoreductase; Membrane
FU43262; None; None; None; Membrane
FU43263; None; None; Kinase, Receptor, Serine/threonine-protein kinase, Transferase; Membrane
FU43264; None; None; None; Membrane
FU43265; None; None; None; None
FU43266; None; None; None; None
FU43267; None; None; None; None
FU43268; None; None; None; None
FU43269; None; None; None; Membrane
FU43270; None; None; None; None
FU43271; None; None; None; None
FU43272; None; None; None; None
FU43273; None; None; Nucleotidyltransferase, RNA-directed DNA polymerase, Transferase; None
